id_anggota,usia,jenis_kelamin,status_perkawinan,pendidikan,pekerjaan,penghasilan_bulanan,lama_keanggotaan,jumlah_pinjaman,tenor_pinjaman,suku_bunga,jumlah_tanggungan,riwayat_pinjaman,keterlambatan_bayar,rasio_hutang,simpanan_wajib,simpanan_sukarela,status_pinjaman,kota,simpanan_pokok,jenis_anggota,partisipasi_rat,transaksi_koperasi,sistem_potong_gaji,status_keaktifan
986,39,P,Menikah,S1,Guru,6880000,70,59573000,48,13,3,0,0,0.276,14000000,1395000,0,Bandung,100000,Biasa,Ya,2688000,Ya,Aktif
987,50,L,Menikah,SMA,Nelayan,3508000,73,13191000,36,13,3,0,0,0.166,3650000,553000,0,Yogyakarta,100000,Biasa,Ya,3536000,Tidak,Aktif
988,34,L,Menikah,SMA,Pedagang,4785000,61,31823000,36,14,1,1,2,0.303,9150000,571000,1,Semarang,100000,Biasa,Ya,3607000,Tidak,Aktif
989,35,P,Belum Menikah,SMA,Buruh,2926000,9,10587000,24,13,0,0,0,0.192,450000,122000,1,Medan,25000,Calon,Tidak,1805000,Tidak,Aktif
990,38,L,Belum Menikah,SMA,UMKM,3738000,114,18550000,36,13,0,0,0,0.176,5700000,538000,0,Surabaya,100000,Biasa,Ya,9293000,Tidak,Aktif
991,34,L,Menikah,SMA,UMKM,5187000,13,43274000,36,12,2,1,0,0.316,1300000,567000,1,Jakarta,100000,Biasa,Tidak,4925000,Tidak,Aktif
992,37,P,Menikah,SMA,Petani,2764000,15,17742000,36,12,2,1,1,0.333,750000,263000,1,Yogyakarta,100000,Biasa,Tidak,1104000,Tidak,Aktif
993,42,P,Menikah,D3,Karyawan Swasta,6469000,35,25759000,36,11,0,0,0,0.172,5250000,538000,0,Palembang,100000,Biasa,Tidak,1014000,Ya,Pasif
994,29,P,Belum Menikah,SMA,Wiraswasta,3628000,41,31378000,48,12,0,0,0,0.27,2050000,819000,1,Palembang,100000,Biasa,Ya,5126000,Tidak,Aktif
995,41,P,Menikah,D3,Wiraswasta,10636000,23,46723000,36,14,0,0,0,0.181,3450000,378000,0,Yogyakarta,100000,Biasa,Ya,1029000,Tidak,Aktif
996,30,L,Belum Menikah,D3,Guru,4682000,14,20280000,36,13,0,0,0,0.175,1400000,356000,0,Medan,100000,Biasa,Ya,1225000,Tidak,Aktif
997,51,L,Menikah,S2,Perawat,8091000,45,12903000,12,10,2,0,0,0.181,6750000,1178000,0,Makassar,100000,Biasa,Ya,5117000,Ya,Aktif
998,37,L,Belum Menikah,D3,PNS,8806000,22,31791000,24,12,0,1,1,0.182,4400000,223000,0,Jakarta,100000,Biasa,Tidak,2131000,Ya,Pasif
999,44,L,Menikah,SMA,Nelayan,3093000,88,13603000,24,13,3,2,4,0.237,4400000,336000,1,Jakarta,100000,Biasa,Ya,5242000,Tidak,Aktif
1000,24,P,Belum Menikah,S1,PNS,6320000,11,49402000,48,13,0,0,0,0.221,2200000,886000,0,Palembang,75000,Calon,Ya,3732000,Ya,Aktif
1001,40,L,Menikah,D3,PNS,5468000,37,27429000,36,11,0,2,1,0.173,3700000,561000,0,Medan,100000,Biasa,Ya,2165000,Ya,Aktif
1002,32,L,Belum Menikah,SMA,UMKM,2815000,16,12391000,36,12,0,1,0,0.199,1600000,684000,0,Yogyakarta,100000,Biasa,Ya,578000,Tidak,Aktif
1003,26,L,Belum Menikah,SMA,Nelayan,2848000,17,9039000,36,13,0,0,0,0.117,1700000,606000,0,Semarang,100000,Biasa,Ya,3704000,Tidak,Aktif
1004,35,P,Belum Menikah,SMA,UMKM,3376000,12,17600000,36,13,3,0,0,0.197,600000,100000,1,Surabaya,100000,Biasa,Ya,569000,Tidak,Pasif
1005,36,P,Menikah,SMA,UMKM,4168000,18,26703000,60,14,2,0,0,0.231,1800000,430000,0,Palembang,100000,Biasa,Ya,1254000,Tidak,Aktif
1006,33,L,Menikah,SMA,Karyawan Swasta,3226000,71,22962000,36,13,0,1,1,0.257,7100000,1126000,0,Yogyakarta,100000,Biasa,Tidak,2388000,Tidak,Aktif
1007,37,P,Menikah,SMA,Petani,3080000,35,20631000,36,13,3,0,0,0.245,1750000,748000,0,Jakarta,100000,Biasa,Ya,3093000,Tidak,Aktif
1008,35,L,Belum Menikah,SMA,Petani,3306000,48,14365000,36,13,0,4,2,0.183,2400000,1072000,0,Jakarta,100000,Biasa,Ya,6924000,Tidak,Aktif
1009,51,L,Menikah,SMA,Karyawan Swasta,5958000,32,24644000,24,12,3,1,1,0.245,4800000,256000,0,Surabaya,100000,Biasa,Ya,1017000,Ya,Pasif
1010,32,P,Menikah,SMA,Buruh,2611000,36,15196000,36,12,1,1,0,0.216,1800000,167000,0,Semarang,100000,Biasa,Ya,1683000,Tidak,Aktif
1011,31,L,Menikah,SMA,Wiraswasta,6308000,40,29870000,24,12,0,2,1,0.232,6000000,448000,1,Surabaya,100000,Biasa,Ya,2001000,Tidak,Aktif
1012,27,P,Menikah,SMA,UMKM,2582000,30,5574000,24,12,0,1,0,0.11,1500000,177000,0,Medan,100000,Biasa,Ya,974000,Ya,Aktif
1013,53,L,Menikah,SMA,Karyawan Swasta,5953000,22,65483000,48,13,3,1,1,0.317,3300000,982000,1,Jakarta,100000,Biasa,Ya,2955000,Ya,Aktif
1014,32,L,Menikah,D3,Pedagang,6728000,108,27277000,36,13,0,2,0,0.155,16200000,2417000,0,Jakarta,100000,Biasa,Ya,3518000,Tidak,Aktif
1015,60,P,Menikah,S1,PNS,9308000,46,15984000,12,12,2,0,0,0.181,9200000,993000,0,Bandung,100000,Biasa,Tidak,0,Ya,Pasif
1016,37,L,Menikah,S1,Wiraswasta,9539000,101,41477000,24,13,1,2,0,0.233,15150000,2131000,0,Surabaya,100000,Biasa,Ya,7681000,Tidak,Aktif
1017,40,L,Belum Menikah,SMA,UMKM,5048000,41,25036000,36,13,0,1,0,0.191,6150000,942000,0,Jakarta,100000,Biasa,Ya,1976000,Tidak,Aktif
1018,24,L,Belum Menikah,D3,Petani,3264000,33,14645000,24,12,0,1,0,0.252,3300000,811000,0,Palembang,100000,Biasa,Ya,2446000,Tidak,Aktif
1019,38,L,Menikah,S2,Karyawan Swasta,8407000,76,27144000,36,12,2,1,0,0.243,11400000,704000,0,Medan,100000,Biasa,Ya,2844000,Ya,Aktif
1020,35,L,Menikah,SMA,PNS,5162000,39,22909000,60,13,0,2,0,0.112,3900000,706000,0,Jakarta,100000,Biasa,Ya,5676000,Ya,Aktif
1021,60,P,Belum Menikah,SMA,Guru,6264000,48,30447000,36,13,0,0,0,0.208,4800000,2138000,0,Jakarta,100000,Biasa,Ya,1172000,Ya,Aktif
1022,44,L,Menikah,S1,Karyawan Swasta,7837000,33,38285000,24,12,3,4,2,0.269,4950000,1726000,0,Palembang,100000,Biasa,Ya,2964000,Ya,Aktif
1023,36,L,Menikah,SMA,Wiraswasta,6269000,64,13652000,24,12,1,1,0,0.132,9600000,645000,0,Yogyakarta,100000,Biasa,Ya,6858000,Tidak,Aktif
1024,32,L,Menikah,SMA,Karyawan Swasta,4122000,34,18847000,24,12,2,0,0,0.291,3400000,509000,0,Medan,100000,Biasa,Ya,999000,Ya,Aktif
1025,39,P,Menikah,D3,Karyawan Swasta,12269000,27,36806000,12,11,0,0,0,0.288,5400000,4386000,0,Palembang,100000,Biasa,Ya,4802000,Ya,Aktif
1026,37,L,Belum Menikah,D3,PNS,6772000,30,42158000,36,12,0,0,0,0.217,6000000,450000,1,Medan,100000,Biasa,Ya,2247000,Ya,Pasif
1027,51,P,Menikah,S1,Karyawan Swasta,5740000,39,33605000,48,12,3,1,0,0.182,3900000,561000,1,Makassar,100000,Biasa,Ya,4807000,Ya,Aktif
1028,37,L,Menikah,SMA,UMKM,2764000,14,12704000,24,12,1,1,0,0.26,700000,283000,1,Yogyakarta,100000,Biasa,Tidak,539000,Tidak,Aktif
1029,47,L,Menikah,D3,Wiraswasta,8057000,55,72462000,48,13,4,1,2,0.284,8250000,1057000,0,Makassar,100000,Biasa,Tidak,1898000,Tidak,Aktif
1030,37,P,Menikah,S2,Perawat,9332000,75,32684000,48,12,3,1,0,0.181,11250000,1861000,0,Surabaya,100000,Biasa,Tidak,3604000,Tidak,Aktif
1031,50,L,Cerai,SMA,Buruh,3344000,46,30184000,60,14,1,2,0,0.248,2300000,776000,0,Semarang,100000,Biasa,Tidak,2062000,Tidak,Aktif
1032,43,P,Menikah,D3,Perawat,6014000,92,44911000,48,12,1,2,1,0.222,9200000,614000,0,Bandung,100000,Biasa,Tidak,5914000,Ya,Pasif
1033,37,P,Menikah,D3,Nelayan,2840000,25,16951000,48,13,3,0,0,0.206,1250000,393000,1,Palembang,100000,Biasa,Ya,2634000,Tidak,Aktif
1034,37,L,Belum Menikah,SMA,Perawat,4136000,36,7595000,12,12,1,1,0,0.196,1800000,236000,0,Yogyakarta,100000,Biasa,Tidak,540000,Ya,Pasif
1035,27,L,Belum Menikah,SMA,Guru,3389000,16,4749000,12,11,0,0,0,0.218,800000,285000,0,Semarang,100000,Biasa,Tidak,1108000,Ya,Pasif
1036,33,P,Belum Menikah,SMA,Wiraswasta,5394000,10,27694000,24,12,1,0,0,0.258,1500000,233000,1,Palembang,25000,Calon,Ya,2125000,Tidak,Aktif
1037,28,P,Belum Menikah,S1,UMKM,5522000,6,22594000,60,13,0,0,0,0.138,900000,102000,0,Surabaya,25000,Calon,Ya,780000,Tidak,Aktif
1038,29,L,Belum Menikah,S2,Wiraswasta,9415000,127,64013000,36,13,0,2,0,0.252,25400000,2635000,0,Makassar,100000,Biasa,Tidak,7257000,Tidak,Pasif
1039,27,P,Belum Menikah,SMA,Wiraswasta,4886000,19,30096000,36,13,0,3,1,0.233,950000,318000,0,Palembang,100000,Biasa,Ya,2360000,Tidak,Aktif
1040,46,L,Belum Menikah,S1,Pedagang,6999000,27,24133000,24,11,1,0,0,0.185,4050000,565000,0,Medan,100000,Biasa,Ya,2699000,Tidak,Aktif
1041,37,P,Menikah,SMA,Wiraswasta,9014000,25,83395000,36,12,2,1,0,0.343,5000000,2444000,0,Bandung,100000,Biasa,Ya,17823000,Tidak,Aktif
1042,34,P,Belum Menikah,SMA,Buruh,2758000,41,18011000,48,14,0,2,1,0.207,2050000,401000,1,Yogyakarta,100000,Biasa,Tidak,814000,Tidak,Aktif
1043,43,L,Belum Menikah,S2,Guru,8327000,31,69671000,48,13,1,1,0,0.251,4650000,755000,1,Yogyakarta,100000,Biasa,Ya,633000,Ya,Pasif
1044,46,L,Belum Menikah,SMA,Karyawan Swasta,4860000,78,13474000,12,11,0,1,0,0.267,11700000,460000,0,Semarang,100000,Biasa,Tidak,4250000,Tidak,Aktif
1045,43,L,Menikah,D3,Guru,4040000,15,8558000,24,12,3,0,0,0.126,750000,788000,0,Palembang,100000,Biasa,Ya,2007000,Ya,Aktif
1046,47,P,Menikah,S2,Perawat,9323000,28,18023000,12,11,1,0,0,0.212,5600000,869000,0,Bandung,100000,Biasa,Tidak,2198000,Ya,Pasif
1047,36,P,Belum Menikah,S1,Pedagang,8064000,58,17132000,24,12,0,0,0,0.106,8700000,1617000,0,Makassar,100000,Biasa,Ya,11726000,Ya,Aktif
1048,54,L,Menikah,D3,Nelayan,2829000,71,3103000,12,11,3,2,0,0.177,3550000,448000,0,Semarang,100000,Biasa,Ya,1548000,Tidak,Aktif
1049,57,P,Menikah,S1,Karyawan Swasta,8771000,55,37208000,48,14,0,3,3,0.138,11000000,1557000,0,Jakarta,100000,Biasa,Ya,16838000,Ya,Aktif
1050,32,L,Belum Menikah,D3,Nelayan,2812000,22,3610000,12,11,0,1,1,0.184,1100000,206000,1,Semarang,100000,Biasa,Ya,1223000,Tidak,Aktif
1051,28,P,Menikah,SMA,Karyawan Swasta,3807000,50,11327000,12,11,2,2,3,0.353,7500000,768000,0,Medan,100000,Biasa,Ya,9874000,Ya,Aktif
1052,34,P,Belum Menikah,S2,UMKM,4140000,43,8266000,12,11,1,0,0,0.213,4300000,867000,0,Palembang,100000,Biasa,Ya,1238000,Tidak,Pasif
1053,35,L,Menikah,SMA,Guru,3733000,65,18394000,36,12,2,1,0,0.233,3250000,736000,0,Bandung,100000,Biasa,Tidak,4844000,Ya,Aktif
1054,55,L,Menikah,S1,Pedagang,6515000,99,29929000,24,11,1,0,0,0.246,9900000,1262000,0,Medan,100000,Biasa,Ya,15674000,Tidak,Aktif
1055,39,L,Belum Menikah,SMA,PNS,3864000,35,42504000,60,13,0,0,0,0.262,3500000,888000,0,Makassar,100000,Biasa,Ya,1685000,Ya,Aktif
1056,27,P,Belum Menikah,S1,Guru,4478000,20,39936000,36,13,1,0,0,0.465,3000000,419000,0,Medan,100000,Biasa,Ya,6536000,Ya,Aktif
1057,33,P,Belum Menikah,S2,Karyawan Swasta,7149000,61,35950000,24,12,0,0,0,0.249,9150000,291000,0,Makassar,100000,Biasa,Tidak,2669000,Tidak,Pasif
1058,32,P,Menikah,S1,PNS,5810000,88,27420000,36,12,4,3,1,0.273,13200000,625000,0,Bandung,100000,Biasa,Ya,2092000,Ya,Pasif
1059,39,L,Menikah,D3,Nelayan,2989000,65,15855000,48,13,3,4,0,0.211,3250000,509000,1,Makassar,100000,Biasa,Ya,3395000,Tidak,Aktif
1060,28,L,Belum Menikah,SMA,Petani,2628000,28,19308000,36,13,0,1,0,0.273,1400000,121000,1,Semarang,100000,Biasa,Ya,2482000,Tidak,Aktif
1061,35,P,Belum Menikah,D3,Buruh,3109000,33,12058000,36,14,0,1,2,0.147,3300000,339000,0,Surabaya,100000,Biasa,Tidak,2721000,Ya,Pasif
1062,35,P,Menikah,S1,Perawat,4724000,57,23798000,36,12,4,1,1,0.251,5700000,684000,0,Medan,100000,Biasa,Ya,3873000,Ya,Aktif
1063,24,L,Belum Menikah,D3,Wiraswasta,5010000,48,51403000,60,14,0,0,0,0.248,7200000,2473000,0,Palembang,100000,Biasa,Ya,1929000,Tidak,Aktif
1064,28,L,Menikah,SMA,Petani,3224000,16,13000000,24,12,1,0,0,0.208,800000,199000,1,Makassar,100000,Biasa,Ya,2287000,Tidak,Aktif
1065,44,P,Menikah,SMA,Karyawan Swasta,5826000,31,22850000,36,13,2,1,0,0.178,3100000,826000,0,Yogyakarta,100000,Biasa,Ya,4347000,Ya,Aktif
1066,28,L,Belum Menikah,D3,UMKM,3192000,39,17578000,36,12,0,2,0,0.202,1950000,551000,0,Palembang,100000,Biasa,Ya,745000,Tidak,Aktif
1067,31,L,Menikah,SMA,Karyawan Swasta,4508000,43,9091000,24,12,1,1,1,0.137,4300000,1316000,0,Surabaya,100000,Biasa,Ya,1859000,Ya,Aktif
1068,31,P,Belum Menikah,S1,Karyawan Swasta,9998000,31,42103000,24,12,0,2,3,0.219,6200000,1302000,0,Bandung,100000,Biasa,Ya,9936000,Ya,Aktif
1069,33,L,Menikah,S2,UMKM,5127000,41,20160000,24,12,2,0,0,0.211,2050000,241000,0,Bandung,100000,Biasa,Ya,2287000,Ya,Pasif
1070,42,L,Menikah,SMA,Buruh,2812000,63,4670000,12,11,1,1,1,0.216,3150000,1543000,0,Makassar,100000,Biasa,Ya,1193000,Tidak,Aktif
1071,36,P,Belum Menikah,D3,Petani,2847000,30,29694000,48,14,0,0,0,0.301,1500000,329000,1,Semarang,100000,Biasa,Tidak,271000,Tidak,Pasif
1072,28,P,Menikah,S1,Karyawan Swasta,7087000,55,23556000,24,13,1,0,0,0.173,8250000,1555000,0,Yogyakarta,100000,Biasa,Tidak,2444000,Ya,Aktif
1073,40,L,Belum Menikah,SMA,PNS,6247000,74,68717000,60,13,0,1,1,0.263,11100000,1369000,0,Surabaya,100000,Biasa,Ya,2382000,Ya,Aktif
1074,53,L,Menikah,SMA,Buruh,2648000,99,9501000,24,12,4,1,1,0.208,9900000,318000,1,Semarang,100000,Biasa,Ya,1304000,Tidak,Aktif
1075,29,L,Belum Menikah,SMA,Karyawan Swasta,5800000,28,54145000,48,13,1,0,0,0.288,2800000,372000,0,Medan,100000,Biasa,Ya,4559000,Tidak,Aktif
1076,31,P,Menikah,SMA,UMKM,4348000,37,5563000,12,11,0,2,2,0.147,3700000,1055000,0,Jakarta,100000,Biasa,Ya,3804000,Tidak,Aktif
1077,29,P,Menikah,S1,PNS,4166000,15,8283000,24,12,0,1,0,0.137,1500000,318000,0,Makassar,100000,Biasa,Ya,1299000,Ya,Aktif
1078,34,P,Menikah,S1,PNS,13182000,179,16583000,12,11,4,1,0,0.139,35800000,7297000,0,Jakarta,100000,Biasa,Tidak,20024000,Ya,Aktif
1079,46,L,Menikah,S1,UMKM,6529000,20,27451000,36,12,3,1,0,0.203,3000000,516000,0,Jakarta,100000,Biasa,Ya,3408000,Ya,Aktif
1080,36,P,Menikah,SMA,Nelayan,2922000,9,5460000,12,11,3,0,0,0.202,450000,199000,1,Jakarta,50000,Calon,Ya,709000,Tidak,Aktif
1081,40,L,Menikah,D3,Wiraswasta,8107000,40,34813000,24,12,3,1,1,0.228,6000000,412000,1,Medan,100000,Biasa,Tidak,2544000,Tidak,Pasif
1082,33,P,Menikah,D3,Pedagang,6268000,41,25002000,24,12,2,1,0,0.224,4100000,625000,0,Yogyakarta,100000,Biasa,Tidak,891000,Tidak,Pasif
1083,57,L,Menikah,SMA,UMKM,4379000,13,22242000,48,13,1,0,0,0.165,650000,745000,0,Makassar,100000,Biasa,Tidak,791000,Tidak,Pasif
1084,29,L,Menikah,SMA,Nelayan,3432000,80,10972000,36,13,0,1,1,0.151,8000000,327000,0,Surabaya,100000,Biasa,Tidak,912000,Tidak,Aktif
1085,31,L,Belum Menikah,S1,PNS,6844000,7,28757000,24,13,0,0,0,0.227,1050000,732000,0,Yogyakarta,100000,Calon,Ya,2186000,Ya,Aktif
1086,35,L,Menikah,D3,Pedagang,3719000,124,28630000,48,14,1,3,0,0.225,6200000,1997000,0,Semarang,100000,Biasa,Ya,2625000,Tidak,Aktif
1087,49,L,Menikah,SMA,Wiraswasta,10884000,104,46576000,24,13,2,2,2,0.234,20800000,875000,0,Bandung,100000,Biasa,Ya,12056000,Tidak,Aktif
1088,44,P,Menikah,SMA,Karyawan Swasta,5178000,57,40799000,48,14,4,1,0,0.38,5700000,1584000,0,Medan,100000,Biasa,Ya,7720000,Ya,Aktif
1089,33,L,Menikah,S1,Karyawan Swasta,4536000,17,13210000,24,12,0,1,2,0.145,850000,430000,0,Makassar,100000,Biasa,Ya,3216000,Ya,Aktif
1090,34,L,Menikah,S1,Karyawan Swasta,8350000,37,25536000,24,11,1,2,1,0.17,7400000,555000,0,Jakarta,100000,Biasa,Ya,962000,Ya,Pasif
1091,35,P,Menikah,SMA,Guru,5202000,153,54087000,60,14,4,4,1,0.407,15300000,2320000,0,Jakarta,100000,Biasa,Ya,7650000,Ya,Aktif
1092,27,P,Menikah,SMA,Nelayan,2677000,25,11402000,60,14,0,2,1,0.136,1250000,426000,0,Semarang,100000,Biasa,Ya,842000,Tidak,Aktif
1093,56,L,Belum Menikah,SMA,Karyawan Swasta,5154000,38,9506000,12,12,1,2,0,0.18,3800000,644000,0,Medan,100000,Biasa,Tidak,2032000,Ya,Aktif
1094,36,L,Belum Menikah,SMA,Karyawan Swasta,4523000,73,49753000,60,14,1,1,0,0.284,7300000,1352000,0,Semarang,100000,Biasa,Ya,3089000,Ya,Aktif
1095,30,L,Belum Menikah,SMA,Pedagang,3522000,97,20227000,36,13,0,1,0,0.222,9700000,569000,0,Bandung,100000,Biasa,Tidak,906000,Tidak,Pasif
1096,30,L,Belum Menikah,SMA,UMKM,2526000,39,7707000,24,12,1,1,1,0.183,1950000,500000,1,Semarang,100000,Biasa,Ya,859000,Tidak,Aktif
1097,29,L,Belum Menikah,S2,Wiraswasta,11966000,100,41253000,36,12,1,1,0,0.14,20000000,1876000,0,Jakarta,100000,Biasa,Ya,13306000,Ya,Aktif
1098,55,P,Menikah,SMA,Wiraswasta,7665000,52,38543000,36,12,3,4,0,0.227,7800000,779000,1,Surabaya,100000,Biasa,Ya,6420000,Tidak,Aktif
1099,34,L,Belum Menikah,SMA,Karyawan Swasta,3692000,47,13446000,24,12,0,0,0,0.185,4700000,1496000,0,Makassar,100000,Biasa,Tidak,1272000,Ya,Aktif
1100,43,L,Belum Menikah,D3,Wiraswasta,8959000,39,14328000,12,12,1,1,0,0.213,7800000,1700000,0,Medan,100000,Biasa,Tidak,5396000,Tidak,Aktif
1101,39,P,Menikah,S1,Karyawan Swasta,10287000,14,62370000,36,12,2,0,0,0.242,2100000,635000,0,Bandung,100000,Biasa,Ya,5135000,Ya,Aktif
1102,34,L,Belum Menikah,SMA,PNS,6785000,107,61196000,60,13,0,1,1,0.249,10700000,867000,0,Jakarta,100000,Biasa,Ya,8209000,Ya,Aktif
1103,26,L,Menikah,SMA,Buruh,2596000,42,12931000,36,13,0,2,1,0.173,4200000,248000,0,Palembang,100000,Biasa,Ya,2001000,Tidak,Aktif
1104,63,L,Menikah,SMA,Perawat,4216000,13,23394000,48,12,2,0,0,0.163,1300000,310000,1,Semarang,100000,Biasa,Tidak,3679000,Tidak,Aktif
1105,36,P,Menikah,SMA,Karyawan Swasta,3913000,136,20130000,24,11,4,3,0,0.377,6800000,1503000,1,Palembang,100000,Biasa,Ya,5440000,Ya,Aktif
1106,49,P,Belum Menikah,SMA,Pedagang,4762000,67,36180000,48,13,2,0,0,0.243,6700000,1037000,1,Bandung,100000,Biasa,Tidak,1311000,Tidak,Pasif
1107,33,P,Belum Menikah,SMA,Karyawan Swasta,5574000,22,20104000,48,13,0,0,0,0.103,2200000,1229000,0,Medan,100000,Biasa,Tidak,659000,Ya,Aktif
1108,47,L,Menikah,S2,Wiraswasta,8083000,56,35257000,24,12,4,1,0,0.245,11200000,1493000,0,Semarang,100000,Biasa,Ya,2975000,Tidak,Aktif
1109,60,P,Menikah,SMA,Karyawan Swasta,6096000,18,11963000,24,12,1,1,1,0.12,2700000,108000,0,Makassar,100000,Biasa,Tidak,0,Tidak,Pasif
1110,31,P,Menikah,SMA,Wiraswasta,5945000,24,41232000,60,13,1,0,0,0.181,3600000,172000,0,Yogyakarta,100000,Biasa,Tidak,0,Tidak,Pasif
1111,40,P,Menikah,SMA,UMKM,2999000,50,12800000,24,12,4,2,2,0.337,2500000,315000,1,Yogyakarta,100000,Biasa,Ya,3466000,Tidak,Aktif
1112,28,L,Menikah,D3,Wiraswasta,6239000,39,28658000,48,13,1,2,1,0.145,3900000,774000,0,Palembang,100000,Biasa,Ya,2810000,Tidak,Aktif
1113,26,L,Belum Menikah,SMA,Nelayan,2711000,10,3667000,12,10,0,1,0,0.136,500000,100000,0,Makassar,75000,Calon,Tidak,483000,Tidak,Pasif
1114,35,P,Belum Menikah,S1,UMKM,5534000,13,16692000,24,12,0,1,0,0.151,1300000,268000,0,Bandung,100000,Biasa,Ya,2186000,Tidak,Aktif
1115,32,P,Belum Menikah,SMA,Wiraswasta,4746000,18,30254000,24,11,0,3,0,0.35,1800000,1113000,0,Semarang,100000,Biasa,Ya,1170000,Tidak,Aktif
1116,34,L,Menikah,S1,Karyawan Swasta,6772000,104,51528000,36,13,3,0,0,0.333,15600000,1546000,0,Makassar,100000,Biasa,Ya,9254000,Ya,Aktif
1117,32,P,Menikah,S1,PNS,6156000,14,45063000,48,13,0,0,0,0.235,2100000,744000,0,Surabaya,100000,Biasa,Ya,3469000,Ya,Aktif
1118,38,L,Menikah,SMA,Karyawan Swasta,2652000,52,24594000,60,13,1,2,0,0.224,2600000,426000,1,Surabaya,100000,Biasa,Ya,237000,Ya,Pasif
1119,50,L,Menikah,SMA,Pedagang,7442000,30,56871000,48,13,3,2,0,0.304,3000000,818000,1,Yogyakarta,100000,Biasa,Ya,5105000,Tidak,Aktif
1120,45,P,Menikah,S1,Wiraswasta,9548000,100,32647000,12,12,3,2,0,0.469,20000000,1189000,1,Semarang,100000,Biasa,Ya,5089000,Tidak,Pasif
1121,44,L,Menikah,D3,Guru,9858000,23,65407000,36,13,1,0,0,0.268,4600000,1281000,0,Jakarta,100000,Biasa,Tidak,2078000,Tidak,Aktif
1122,30,L,Menikah,D3,Pedagang,5940000,29,30948000,36,14,1,0,0,0.19,4350000,387000,0,Yogyakarta,100000,Biasa,Tidak,2892000,Tidak,Aktif
1123,39,L,Belum Menikah,S1,Karyawan Swasta,9195000,57,19434000,12,11,1,0,0,0.208,11400000,2280000,0,Makassar,100000,Biasa,Ya,1331000,Ya,Aktif
1124,64,L,Menikah,SMA,Karyawan Swasta,5487000,117,44215000,36,13,2,2,1,0.365,5850000,1441000,0,Medan,100000,Biasa,Ya,6206000,Ya,Aktif
1125,43,L,Menikah,S1,Karyawan Swasta,9084000,49,15562000,12,10,2,1,1,0.21,9800000,2123000,0,Jakarta,100000,Biasa,Ya,1877000,Ya,Aktif
1126,37,P,Menikah,SMA,UMKM,3752000,26,16740000,24,12,3,1,0,0.306,2600000,490000,1,Bandung,100000,Biasa,Ya,4945000,Tidak,Pasif
1127,35,P,Menikah,SMA,UMKM,3325000,67,21900000,36,12,1,1,0,0.224,6700000,607000,1,Makassar,100000,Biasa,Ya,2912000,Tidak,Pasif
1128,30,L,Belum Menikah,SMA,PNS,3648000,39,4064000,12,12,1,1,0,0.138,1950000,570000,0,Semarang,100000,Biasa,Tidak,3140000,Ya,Aktif
1129,40,L,Menikah,S1,Perawat,6925000,152,25606000,24,11,3,0,0,0.211,22800000,3100000,1,Surabaya,100000,Biasa,Ya,13712000,Ya,Aktif
1130,25,P,Belum Menikah,SMA,Pedagang,3091000,30,13668000,24,11,0,1,0,0.224,1500000,437000,1,Semarang,100000,Biasa,Tidak,1957000,Tidak,Pasif
1131,50,L,Menikah,S2,PNS,19992000,24,51852000,24,12,2,0,0,0.172,4800000,1678000,1,Makassar,100000,Biasa,Tidak,4270000,Ya,Pasif
1132,61,L,Belum Menikah,SMA,UMKM,4892000,60,12632000,24,12,0,1,1,0.144,3000000,1496000,0,Surabaya,100000,Biasa,Ya,2470000,Tidak,Aktif
1133,47,L,Cerai,SMA,UMKM,4520000,24,20281000,24,11,0,0,0,0.251,1200000,323000,1,Bandung,100000,Biasa,Ya,1220000,Tidak,Pasif
1134,41,L,Menikah,S2,Guru,10832000,43,14451000,12,12,3,0,0,0.205,6450000,1453000,0,Surabaya,100000,Biasa,Ya,7859000,Tidak,Aktif
1135,26,P,Menikah,D3,Buruh,2563000,20,9507000,24,11,2,2,2,0.223,1000000,232000,0,Bandung,100000,Biasa,Ya,1083000,Ya,Aktif
1136,32,L,Menikah,D3,Petani,2705000,15,12659000,24,13,1,0,0,0.238,750000,172000,0,Palembang,100000,Biasa,Tidak,746000,Tidak,Aktif
1137,29,L,Belum Menikah,S1,Guru,5419000,43,59609000,48,13,1,0,0,0.328,4300000,389000,0,Bandung,100000,Biasa,Tidak,932000,Ya,Pasif
1138,51,L,Menikah,SMA,Nelayan,2616000,38,6105000,12,11,1,2,1,0.279,1900000,366000,1,Semarang,100000,Biasa,Ya,2174000,Tidak,Aktif
1139,32,L,Belum Menikah,SMA,Karyawan Swasta,4141000,34,21455000,24,12,0,0,0,0.265,3400000,504000,1,Surabaya,100000,Biasa,Ya,6756000,Ya,Aktif
1140,33,L,Menikah,S2,Wiraswasta,15342000,37,101819000,36,13,3,3,0,0.239,5550000,2915000,0,Jakarta,100000,Biasa,Tidak,7764000,Tidak,Aktif
1141,40,P,Menikah,S1,Guru,6750000,129,17510000,12,11,3,1,0,0.298,19350000,2046000,0,Yogyakarta,100000,Biasa,Ya,7111000,Ya,Aktif
1142,31,L,Belum Menikah,S2,Wiraswasta,9600000,62,58365000,48,13,0,0,0,0.189,12400000,1357000,0,Bandung,100000,Biasa,Ya,6416000,Tidak,Aktif
